18S:1356	18S	1356	0.238298287544684	0.218029129049317
18S:1357	18S	1357	0.238721616846049	0.216959078324727
18S:1358	18S	1358	0.18203030638973	0.170049416974584
18S:1359	18S	1359	0.103020108061018	0.0889567518844012
18S:1360	18S	1360	0.105668118968647	0.0781874882072409
18S:1361	18S	1361	0.0803826721067917	0.0679774416681511
18S:1362	18S	1362	0.0758345395345161	0.0660305870619109
18S:1372	18S	1372	0.0682717904094368	0.0729736632694913
18S:1373	18S	1373	0.042601596781465	0.0782211038297338
18S:1617	18S	1617	0.0559318072702617	0.0884373977970077
18S:1618	18S	1618	0.122540720814047	0.148424285495807
18S:1619	18S	1619	0.127969222446145	0.153228316049989
18S:1620	18S	1620	0.125597178392605	0.144214069274795
18S:1621	18S	1621	0.128664790565611	0.13806411688722
18S:1622	18S	1622	0.11519757927862	0.12762539089084
18S:1623	18S	1623	0.0507784658545833	0.0801655207601155
18S:1655	18S	1655	0.047202024799482	0.134070012569308
18S:1657	18S	1657	0.0419729022237294	0.107417046425871
18S:1805	18S	1805	0.043380123266927	0.0679522610948103
18S:1806	18S	1806	0.0513694201206332	0.0777395047943159
18S:1807	18S	1807	0.0500766919400902	0.0789379636132651
18S:1808	18S	1808	0.0595727498653732	0.105431406203008
18S:1814	18S	1814	0.0452976125335455	0.0866225828345822
18S:1815	18S	1815	0.067288770330632	0.0961114620503715
18S:1827	18S	1827	0.149862080791774	0.0795712600078478
18S:1828	18S	1828	0.135033142595724	0.0889326117191098
18S:1829	18S	1829	0.106852687688722	0.0899284106184528
18S:1830	18S	1830	0.0783706845062031	0.0862201459395449
18S:1843	18S	1843	0.0408438479509696	0.0780932088733004
18S:1844	18S	1844	0.0458502595728056	0.101277757738146
18S:228	18S	228	0.0435698430827811	0.0720217447711062
18S:229	18S	229	0.0455352219096052	0.0691463865583992
18S:391	18S	391	0.0606684167300462	0.0784069523335373
18S:392	18S	392	0.078633743490143	0.0853673253003617
18S:393	18S	393	0.0759642531709769	0.0837191669001388
18S:394	18S	394	0.0734308241621819	0.0688463205041584
18S:395	18S	395	0.0723437185237168	0.0701598259705987
18S:415	18S	415	0.0670291669202048	0.0956704253877472
18S:418	18S	418	0.0912767197853546	0.0657076950570443
18S:419	18S	419	0.102482019774714	0.135891203335803
18S:420	18S	420	0.172681129085556	0.193685442463829
18S:421	18S	421	0.130269321778716	0.137953746591658
18S:422	18S	422	0.153183271218305	0.147634270267184
18S:423	18S	423	0.185882709697979	0.159122102606562
18S:424	18S	424	0.244289535538473	0.165470213067321
18S:425	18S	425	0.208867409460782	0.144480134359023
18S:426	18S	426	0.19937751076399	0.152420548703514
18S:427	18S	427	0.192734947097821	0.140562386354039
18S:438	18S	438	0.0558038088280439	0.125911983843867
18S:439	18S	439	0.121906300625183	0.201449765480963
18S:440	18S	440	0.205604021343438	0.264541077162556
18S:441	18S	441	0.228265970027741	0.267711447867657
18S:442	18S	442	0.249435339498022	0.27912344376345
18S:443	18S	443	0.208104254357567	0.210900846970991
18S:444	18S	444	0.148058653564573	0.144937769749477
18S:445	18S	445	0.0859035221345517	0.0909898553017841
18S:446	18S	446	0.0799194584676464	0.0810113388930165
18S:466	18S	466	0.170319503314668	0.14522022397748
18S:467	18S	467	0.392619911295639	0.348717248894147
18S:468	18S	468	0.491973629916403	0.445935940365804
18S:469	18S	469	0.50386445180128	0.481847269346686
18S:470	18S	470	0.519655592868739	0.523603573893824
18S:471	18S	471	0.491580132854275	0.453662354024107
18S:472	18S	472	0.321041563644165	0.328262077684622
18S:473	18S	473	0.24819999358718	0.255922801314473
18S:474	18S	474	0.162031142683678	0.167771253365632
18S:475	18S	475	0.134515168944568	0.128789103140073
18S:546	18S	546	0.109566417129734	0.0760753686151209
18S:547	18S	547	0.237199183051294	0.235743300713005
18S:548	18S	548	0.241749877476476	0.259762637225393
18S:549	18S	549	0.170277869596744	0.200572666068958
18S:550	18S	550	0.152080431617213	0.188611611090311
18S:551	18S	551	0.169515878475352	0.212835733899815
18S:552	18S	552	0.0790394706796667	0.0994911292327212
18S:553	18S	553	0.0619188512259448	0.0669226620858088
18S:554	18S	554	0.0784517518051095	0.0811960164026063
18S:584	18S	584	0.164944844525023	0.168967784215521
18S:585	18S	585	0.324056434259322	0.304989183561812
18S:586	18S	586	0.46256842194439	0.40946345992251
18S:587	18S	587	0.526938025627177	0.476571128478748
18S:588	18S	588	0.496546817943716	0.478804738477476
18S:589	18S	589	0.359550034286253	0.341845190332106
18S:590	18S	590	0.217361696788736	0.212893082920194
18S:591	18S	591	0.0749924578670497	0.103979403765918
18S:669	18S	669	0.0529928525698795	0.079572465553521
18S:670	18S	670	0.0422279705697757	0.0781757656498465
